Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
662,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21577,933552,# of centers achieving national accreditation (Better Off),Submitted,135352,How Much,0,0,0,
663,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21574,933549,# of centers achieving Texas Rising Star (TRS) certification level 2 (Better Off),Submitted,135352,How Much,0,0,0,1
664,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21575,933550,# of centers achieving Texas Rising Star (TRS) certification level 3 (Better Off),Submitted,135352,How Much,1,1,1,1
665,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21576,933551,# of centers achieving Texas Rising Star (TRS) certification level 4 (Better Off),Submitted,135352,How Much,0,0,0,
666,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21566,933542,# of centers partipating in efforts to increase childcare quality (How Much),Submitted,135352,How Much,3,0,0,3
667,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21567,933543,# of childcare slots targeted through center quality improvement efforts (How Much),Submitted,135352,How Much,97,97,107,359
668,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21568,933544,# teachers participating in professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Much),Submitted,135352,How Much,59,2,2,80
669,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21569,933545,# teachers successfully completing professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Well),Submitted,135352,How Much,0,19,21,64
821,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14844,How WELL did we do it?,21582,933938,# & % of recruited children 0-5 screened on social/emotional development (How Well),Submitted,135360,How Well,0,30,33,448
822,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14844,How WELL did we do it?,21584,933940,# & % of screened children 0-5 referred to appropriate services based on screening results (How Well),Submitted,135360,How Well,6,30,33,448
823,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14844,How WELL did we do it?,21587,933943,# & % of screened children receiving appropriate services for identified social/emotional needs (How Well),Submitted,135360,How Well,0,30,33,448
824,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21580,933936,# of children 0-5 recruited for screenings on social/emotional development (How Much),Submitted,135352,How Much,334,30,33,560
825,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21583,933939,# of children 0-5 referred to appropriate services based on screening results (How Much),Submitted,135352,How Much,6,6,7,25
826,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21581,933937,# of children 0-5 screened on social/emotional development (How Much),Submitted,135352,How Much,0,0,0,448
827,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21585,933941,# of children receiving appropriate services for identified social/emotional needs from other partners. (How Much),Submitted,135352,How Much,0,0,0,6
828,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21586,933942,# of children receiving appropriate services for identified social/emotional needs from services provided in PCEP (How Much),Submitted,135352,How Much,0,0,0,
829,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11851,631699,"Initiate a ""Kinder Camp"" for children about to enter Kindergarten, which helps decrease summer learning loss and transition to the norms of a school environment before they start the school year (4.3)",14844,How WELL did we do it?,21600,933953,# & % of children 4-5 enrolled as participants in Kinder Camps (How Much) RCIC 4.3,Submitted,135360,How Well,151,0,0,
830,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11851,631699,"Initiate a ""Kinder Camp"" for children about to enter Kindergarten, which helps decrease summer learning loss and transition to the norms of a school environment before they start the school year (4.3)",14844,How WELL did we do it?,21604,933956,# & % of participating children 4-5 completing Kinder Camps (How Well) RCIC 4.3,Submitted,135360,How Well,0,126,139,
831,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11851,631699,"Initiate a ""Kinder Camp"" for children about to enter Kindergarten, which helps decrease summer learning loss and transition to the norms of a school environment before they start the school year (4.3)",14844,How WELL did we do it?,21608,933960,# & % of participating children 4-5 well prepared to enter Kindergarten as assessed by Kinder Camp staff (Better Off) RCIC 4.3,Submitted,135360,How Well,0,85,94,
832,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11851,631699,"Initiate a ""Kinder Camp"" for children about to enter Kindergarten, which helps decrease summer learning loss and transition to the norms of a school environment before they start the school year (4.3)",14844,How WELL did we do it?,21606,933958,# & % of participating children 4-5 well prepared to enter Kindergarten as assessed by Parent/Caregiver (Better Off) RCIC 4.3,Submitted,135360,How Well,0,0,0,
833,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11851,631699,"Initiate a ""Kinder Camp"" for children about to enter Kindergarten, which helps decrease summer learning loss and transition to the norms of a school environment before they start the school year (4.3)",14843,How MUCH did we do?,21603,933955,# of children 4-5 completing Kinder Camps (How Well) RCIC 4.3,Submitted,135352,How Much,0,126,139,
834,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11851,631699,"Initiate a ""Kinder Camp"" for children about to enter Kindergarten, which helps decrease summer learning loss and transition to the norms of a school environment before they start the school year (4.3)",14843,How MUCH did we do?,21602,933954,# of children 4-5 currently participating in Kinder Camps (How Much) RCIC 4.3,Submitted,135352,How Much,151,0,0,
835,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11851,631699,"Initiate a ""Kinder Camp"" for children about to enter Kindergarten, which helps decrease summer learning loss and transition to the norms of a school environment before they start the school year (4.3)",14843,How MUCH did we do?,21599,933952,# of children 4-5 recruited for Kinder Camps (How Much) RCIC 4.3,Submitted,135352,How Much,0,0,0,
